draw_id,date,n1,n2,n3,n4,n5,n6,year,draw_number,draw_position,source_url
685,,1,8,22,37,41,42,1968,23,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
686,,4,6,11,13,22,46,1968,23,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
687,,11,19,27,30,31,49,1968,24,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
688,,8,13,14,21,36,42,1968,24,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
689,,17,20,21,29,40,42,1968,25,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
690,,8,12,24,32,40,42,1968,25,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
691,,3,15,17,18,39,47,1968,26,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
692,,15,16,19,21,23,30,1968,26,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
693,,3,7,16,18,21,40,1968,27,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
694,,22,28,32,35,38,46,1968,27,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
695,,14,19,20,26,27,43,1968,28,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
696,,12,13,23,37,38,41,1968,28,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
697,,2,3,4,6,19,30,1968,29,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
698,,12,14,27,32,34,37,1968,29,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
699,,1,8,9,17,39,44,1968,30,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
700,,6,14,27,29,35,38,1968,30,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
701,,13,14,16,30,35,47,1968,31,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
702,,5,13,31,35,39,47,1968,31,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
703,,8,12,18,23,31,32,1968,32,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
704,,10,11,24,37,43,44,1968,32,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
705,,16,19,32,39,40,49,1968,33,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
706,,9,11,12,25,40,46,1968,33,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
707,,10,27,31,35,42,44,1968,34,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
708,,1,2,15,21,40,45,1968,34,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
709,,1,18,31,40,45,49,1968,35,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
710,,11,14,25,28,40,44,1968,35,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
711,,3,11,25,32,36,46,1968,36,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
712,,12,19,33,35,36,49,1968,36,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
713,,11,22,26,27,32,33,1968,37,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
714,,8,9,22,29,41,42,1968,37,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
715,,13,15,18,20,29,45,1968,38,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
716,,1,6,13,30,39,43,1968,38,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
717,,6,9,17,18,31,38,1968,39,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
718,,5,15,28,38,40,49,1968,39,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
719,,1,5,17,25,30,46,1968,40,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
720,,2,21,24,26,34,37,1968,40,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
721,,13,22,24,25,33,42,1968,41,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
722,,2,6,8,22,34,40,1968,41,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
723,,11,21,22,24,33,42,1968,42,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
724,,5,8,16,40,42,48,1968,42,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
725,,1,7,9,13,14,38,1968,43,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
726,,5,15,19,35,39,45,1968,43,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
727,,3,13,16,25,38,42,1968,44,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
728,,15,26,31,35,41,45,1968,44,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
729,,6,14,23,24,28,38,1968,45,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
730,,6,19,21,25,26,36,1968,45,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
731,,15,16,23,25,28,48,1968,46,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
732,,4,5,8,17,23,40,1968,46,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
733,,5,21,29,37,48,49,1968,47,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
734,,2,23,28,43,46,49,1968,47,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
735,,1,14,30,35,40,47,1968,48,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
736,,1,4,9,15,23,43,1968,48,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
737,,4,31,34,40,43,46,1968,49,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
738,,10,15,19,21,26,28,1968,49,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
739,,3,7,8,9,26,28,1968,50,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
740,,1,8,22,38,43,47,1968,50,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
741,,6,21,28,31,37,44,1968,51,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
742,,12,18,20,22,25,36,1968,51,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
743,,2,14,19,21,23,32,1968,52,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
744,,16,19,33,41,42,44,1968,52,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
745,,18,20,21,22,39,46,1968,601,1,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
746,,3,15,23,26,31,34,1968,601,2,https://info.toto.bg/content/files/stats-tiraji/649_68.txt
747,,15,21,37,40,41,47,1969,1,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
748,,10,13,16,27,42,45,1969,1,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
749,,3,29,32,36,40,48,1969,2,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
750,,9,14,23,34,40,42,1969,2,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
751,,1,18,23,24,44,49,1969,3,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
752,,1,3,5,12,33,41,1969,3,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
753,,11,28,34,36,38,42,1969,4,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
754,,7,8,16,24,25,29,1969,4,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
755,,8,12,28,33,41,43,1969,5,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
756,,32,35,36,45,46,49,1969,5,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
757,,12,14,26,27,28,34,1969,6,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
758,,6,12,14,15,36,47,1969,6,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
759,,9,10,17,22,29,35,1969,7,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
760,,5,9,17,19,26,33,1969,7,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
761,,8,16,22,30,38,43,1969,8,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
762,,4,7,8,12,33,34,1969,8,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
763,,7,13,14,16,21,28,1969,9,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
764,,10,16,19,24,27,45,1969,9,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
765,,6,19,27,30,37,40,1969,10,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
766,,9,14,17,35,42,46,1969,10,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
767,,1,10,11,31,35,37,1969,11,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
768,,6,7,11,12,21,31,1969,11,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
769,,16,30,34,38,40,45,1969,12,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
770,,12,19,21,31,32,36,1969,12,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
771,,3,10,23,24,25,46,1969,13,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
772,,3,12,14,22,36,48,1969,13,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
773,,5,10,22,24,36,43,1969,14,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
774,,1,9,15,23,47,49,1969,14,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
775,,7,27,28,35,36,45,1969,15,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
776,,1,6,15,22,25,43,1969,15,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
777,,2,13,14,23,36,39,1969,16,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
778,,6,9,28,36,41,43,1969,16,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
779,,4,6,8,22,29,35,1969,17,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
780,,13,18,21,33,44,49,1969,17,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
781,,12,26,31,37,41,47,1969,18,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
782,,3,12,20,31,36,39,1969,18,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
783,,1,27,31,42,47,48,1969,19,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
784,,9,10,11,12,43,46,1969,19,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
785,,9,13,15,24,27,37,1969,20,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
786,,5,13,19,25,34,39,1969,20,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
787,,4,14,17,42,43,44,1969,21,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
788,,11,12,19,20,36,38,1969,21,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
789,,9,10,17,29,38,40,1969,22,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
790,,11,23,25,30,34,38,1969,22,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
791,,20,21,22,29,43,48,1969,23,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
792,,6,7,23,24,34,42,1969,23,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
793,,3,10,11,17,20,32,1969,24,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
794,,5,7,22,24,34,44,1969,24,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
795,,4,13,14,28,37,43,1969,25,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
796,,8,25,36,39,42,43,1969,25,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
797,,7,10,38,40,45,47,1969,26,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
798,,5,7,9,17,23,37,1969,26,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
799,,2,3,8,11,28,30,1969,27,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
800,,17,18,19,21,26,49,1969,27,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
801,,9,10,14,40,44,46,1969,28,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
802,,2,20,28,30,45,46,1969,28,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
803,,8,22,33,42,47,48,1969,29,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
804,,7,11,14,16,28,42,1969,29,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
805,,15,26,28,40,41,42,1969,30,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
806,,5,21,22,37,47,48,1969,30,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
807,,4,7,9,27,32,42,1969,31,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
808,,5,14,20,22,37,44,1969,31,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
809,,16,24,26,29,42,47,1969,32,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
810,,6,8,12,13,33,41,1969,32,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
811,,11,12,21,24,35,37,1969,33,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
812,,3,4,12,24,26,38,1969,33,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
813,,8,13,14,25,33,34,1969,34,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
814,,4,28,30,31,44,46,1969,34,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
815,,2,13,20,37,38,43,1969,35,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
816,,7,11,15,27,35,43,1969,35,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
817,,11,13,30,38,42,45,1969,36,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
818,,5,10,15,21,30,44,1969,36,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
819,,18,34,42,45,47,49,1969,37,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
820,,10,18,24,27,34,48,1969,37,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
821,,7,8,20,27,31,44,1969,38,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
822,,1,17,25,28,36,37,1969,38,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
823,,3,26,27,37,43,44,1969,39,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
824,,4,11,21,25,33,36,1969,39,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
825,,3,15,18,21,41,42,1969,40,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
826,,7,23,25,26,27,36,1969,40,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
827,,2,23,32,40,44,48,1969,41,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
828,,7,23,25,33,41,47,1969,41,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
829,,1,3,17,24,39,40,1969,42,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
830,,9,12,31,41,44,48,1969,42,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
831,,13,14,21,23,30,42,1969,43,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
832,,7,24,28,35,43,46,1969,43,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
833,,14,20,21,37,45,47,1969,44,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
834,,3,9,15,22,31,45,1969,44,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
835,,1,26,32,38,42,43,1969,45,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
836,,3,18,24,33,38,43,1969,45,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
837,,4,9,11,12,16,46,1969,46,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
838,,30,36,41,45,46,48,1969,46,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
839,,25,26,37,39,42,47,1969,47,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
840,,7,8,23,24,31,43,1969,47,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
841,,8,16,24,25,31,38,1969,48,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
842,,5,17,22,26,28,36,1969,48,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
843,,7,11,20,23,27,47,1969,49,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
844,,1,9,13,19,44,45,1969,49,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
845,,15,22,25,29,41,47,1969,50,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
846,,5,14,17,32,43,46,1969,50,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
847,,4,24,27,29,37,45,1969,51,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
848,,10,28,32,39,43,45,1969,51,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
849,,7,11,19,33,43,49,1969,52,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
850,,6,9,10,12,15,24,1969,52,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
851,,25,33,39,44,45,49,1969,601,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
852,,1,9,12,27,30,36,1969,601,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
853,,3,11,16,21,27,33,1969,602,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
854,,3,12,17,29,48,49,1969,602,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
855,,9,32,35,43,44,47,1969,603,1,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
856,,6,17,18,24,33,41,1969,603,2,https://info.toto.bg/content/files/stats-tiraji/649_69.txt
857,,4,6,18,19,38,48,1970,1,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
858,,5,10,15,19,20,27,1970,1,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
859,,15,20,22,30,43,44,1970,2,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
860,,1,11,12,15,24,33,1970,2,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
861,,11,22,31,36,41,45,1970,3,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
862,,1,5,10,14,30,46,1970,3,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
863,,14,15,16,27,29,34,1970,4,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
864,,2,22,24,30,32,48,1970,4,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
865,,20,31,35,37,39,43,1970,5,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
866,,7,8,17,24,25,47,1970,5,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
867,,18,22,24,27,28,40,1970,6,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
868,,21,25,29,37,46,48,1970,6,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
869,,9,17,18,20,24,45,1970,7,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
870,,1,8,9,12,20,33,1970,7,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
871,,9,10,17,29,34,46,1970,8,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
872,,5,11,20,21,35,37,1970,8,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
873,,1,20,21,23,32,40,1970,9,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
874,,5,6,12,32,38,45,1970,9,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
875,,3,11,15,23,39,41,1970,10,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
876,,6,23,25,43,44,45,1970,10,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
877,,4,6,9,41,46,47,1970,11,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
878,,12,22,23,30,33,36,1970,11,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
879,,4,10,13,19,21,30,1970,12,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
880,,11,12,25,38,44,48,1970,12,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
881,,26,27,36,37,40,45,1970,13,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
882,,8,24,32,39,44,46,1970,13,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
883,,2,20,26,28,37,46,1970,14,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
884,,3,4,17,24,44,46,1970,14,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
885,,3,7,13,17,32,44,1970,15,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
886,,2,9,12,28,30,41,1970,15,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
887,,15,31,32,36,43,45,1970,16,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
888,,6,20,29,30,42,47,1970,16,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
889,,11,17,24,33,36,39,1970,17,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
890,,18,19,26,30,36,49,1970,17,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
891,,1,2,12,13,43,48,1970,18,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
892,,9,10,13,31,38,46,1970,18,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
893,,8,26,38,40,42,47,1970,19,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
894,,5,12,22,34,39,46,1970,19,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
895,,7,17,25,27,31,36,1970,20,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
896,,11,24,33,39,40,41,1970,20,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
897,,12,14,22,33,34,40,1970,21,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
898,,24,25,31,34,44,45,1970,21,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
899,,1,28,30,35,37,38,1970,22,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
900,,12,17,22,32,41,48,1970,22,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
901,,4,17,20,24,39,45,1970,23,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
902,,9,19,21,23,30,48,1970,23,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
903,,17,25,28,35,41,44,1970,24,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
904,,2,24,27,33,34,46,1970,24,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
905,,6,11,14,34,42,43,1970,25,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
906,,2,4,23,36,37,39,1970,25,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
907,,6,37,39,44,46,47,1970,26,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
908,,5,6,24,25,26,33,1970,26,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
909,,3,9,14,27,31,42,1970,27,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
910,,4,5,9,17,29,46,1970,27,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
911,,1,7,16,23,30,31,1970,28,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
912,,11,15,22,23,45,49,1970,28,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
913,,5,15,19,44,46,48,1970,29,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
914,,19,25,31,33,41,43,1970,29,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
915,,3,12,13,14,21,42,1970,30,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
916,,2,15,17,25,29,35,1970,30,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
917,,1,4,16,20,27,41,1970,31,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
918,,10,28,34,35,36,45,1970,31,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
919,,1,4,11,23,28,37,1970,32,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
920,,4,20,29,33,35,43,1970,32,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
921,,6,11,20,24,41,45,1970,33,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
922,,26,28,32,36,39,43,1970,33,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
923,,3,4,16,29,30,36,1970,34,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
924,,2,6,8,27,34,49,1970,34,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
925,,8,20,25,30,34,37,1970,35,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
926,,4,5,16,24,32,34,1970,35,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
927,,15,19,25,26,33,38,1970,36,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
928,,2,17,29,34,39,44,1970,36,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
929,,14,20,27,42,43,44,1970,37,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
930,,4,9,12,40,46,48,1970,37,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
931,,1,4,16,24,30,41,1970,38,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
932,,4,7,10,15,37,49,1970,38,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
933,,18,24,25,27,31,41,1970,39,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
934,,9,15,34,38,40,46,1970,39,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
935,,2,6,14,34,36,40,1970,40,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
936,,6,17,19,21,33,37,1970,40,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
937,,4,7,12,18,20,32,1970,41,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
938,,2,8,17,36,38,49,1970,41,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
939,,1,8,9,13,14,30,1970,42,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
940,,6,11,22,43,47,48,1970,42,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
941,,7,22,24,25,29,46,1970,43,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
942,,7,10,19,25,30,36,1970,43,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
943,,3,5,7,13,29,33,1970,44,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
944,,1,7,14,18,21,35,1970,44,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
945,,11,13,29,37,38,49,1970,45,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
946,,15,16,17,30,31,33,1970,45,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
947,,9,11,19,23,42,47,1970,46,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
948,,4,15,24,28,29,35,1970,46,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
949,,6,13,29,41,46,47,1970,47,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
950,,4,6,9,21,22,38,1970,47,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
951,,12,21,26,43,45,49,1970,48,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
952,,15,16,19,25,30,45,1970,48,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
953,,8,11,14,18,30,43,1970,49,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
954,,9,12,21,34,35,40,1970,49,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
955,,4,18,21,33,34,49,1970,50,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
956,,5,7,9,20,32,47,1970,50,2,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
957,,4,7,12,23,40,47,1970,51,1,https://info.toto.bg/content/files/stats-tiraji/649_70.txt
